timestamp,vehicle_speed,lf_wheel_s,rf_wheel_s,lr_wheel_s,rr_wheel_s,vehicle_rpm,gear,accel_pedal,engine_temp
"2019-02-19 00:03:35.333",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.341",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.351",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.358",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.362",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.367",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.378",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.386",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.409",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.427",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.459",0,0,0,0,0,868,0,0,94
"2019-02-19 00:03:35.490",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.504",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.526",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.546",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.571",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.596",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.614",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.639",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.659",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.687",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.713",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.728",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.748",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.778",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.789",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.802",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.811",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.820",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.837",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.842",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.854",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.862",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.873",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.887",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.893",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:35.903",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.918",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.933",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.946",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.952",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.965",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.975",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:35.983",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.009",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.016",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.027",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.041",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.047",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.059",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.065",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.079",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.089",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.094",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.110",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.116",0,0,0,0,0,866,0,0,94
"2019-02-19 00:03:36.129",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:36.144",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:36.149",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:36.164",0,0,0,0,0,867,0,0,94
"2019-02-19 00:03:36.174",0,0,0,0,0,867,0,0,94
